Text,Count
"RT @latinus_us: “Si no se mueren de una cosa, será de otra”: alcaldesa de Xico justifica evento navideño sin medidas ante #COVID19. #Corona…",19
RT @neurolojist: Bir haftada #COVID19 nedeniyle 20 sağlıkçı yaşamını yitirdi. Hep birlikte ölüyoruz.              #14günhayatkurtarır https…,19
RT @waltb31: The PROBLEM @yasminv @JakeSherman with public perception of the #COVID19 relief package is your pernicious persistent “both si…,19
"RT @CNGE_France: Avis du Conseil Scientifique du @CNGE_France ""Vaccins contre la #COVID19 : la publication des essais cliniques et la trans…",18
RT @Carloslopezjone: “La @opsoms nos ha felicitado por nuestra estrategia contra el #COVID19 “ @lopezobrador_ @HLGatell  . #SorryLosEnganan…,18
"RT @Denizlidegundem: 🔴Artık hafta içi hergün, gece saat 21:00'den sabah 05:00'e kadar da sokağa çıkma yasağı uygulanacak. #COVID19",18
RT @GavinNewsom: CA continues to see record high #COVID19 case rates.  Tune in now for an important update.,18
"RT @KingOyoOfficial: #COVID19 has worsened the health, lives and livelihoods of people living with HIV. On this #WorldAIDSDay2020, let us r…",18
"RT @Laurie_Garrett: A surge, on top of a surge. #COVID19 today in America. My conversation with @NicolleDWallace on @MSNBC this evening. bl…",18
RT @feralayo: Puntos claves de nuevo Decreto Supremo por #COVID19:  –Amplían emergencia por 31 días desde 1 dic –Toque de queda de 00 hrs a…,18
"RT @gouvernementFR: #COVID19 | Déployé en 30 minutes, ce camion se transforme en un #hôpital mobile de 5 salles pouvant accueillir jusqu'à…",18
RT @hdraval93: જય કોરોના....  આ વિડિયો ભુતકાળનો નહી પરંતુ #COVID19 મા થયેલા પ્રસંગનો જ છે  @BJP4Gujarat ના નેતા અને પુર્વ મંત્રી કાંતીભાઈ…,18
RT @itechnologynet: Quercetin and #COVID19 | #COVID  * Anti-Oxidant * Anti-Inflammatory * Zinc Ionophore * Increases Interferon * Inhibits…,18
"RT @michaelmina_lab: Discussion on @NPR of #COVID19 frequent rapid tests, how they can work for public health and answers to common misconc…",18
RT @najatvb: Le #COVID19 n’est pas la première pandémie à laquelle nous devons faire face. En cette Journée mondiale de lutte contre le #si…,18
RT @randal_olson: Well this is an interesting way to visualize #COVID19 cases in the USA: The COVID-19 #pandemic syringe. #dataviz  Source:…,18
"RT @thatginamiller: The scale of incompetence! UK’s high #COVID19 spending delivers worse outcomes, near bottom of G7 tables re economic ou…",18
RT @wef: Here's what the terrifying Nipah virus can teach us about the spread of COVID-19 https://t.co/7ctNSVSyyq #COVID19 #health https://…,18
"RT @AnnaForFlorida: First reporter from WFTV asks @GovRonDeSantis on behalf of Floridans ""Where have you been"" as #COVID19 cases have gone…",17
RT @BMGFIndia: We need to be more intentional in responding to the ways #COVID19 has impacted women and what they need to rise above these…,17
RT @CityofAtlanta: If you are an Atlanta resident who has been impacted by #COVID19 and are in need of assistance with rent or mortgage pay…,17
RT @CsRegionMurcia: 🛍️ Los comercios de la Región no están solos ante los efectos de la #COVID19.  🔝@Empresa_RM ha diseñado ayudas que lleg…,17
"RT @DrHVoffice: Watch Now !  Press briefing on current actions being taken, preparedness &amp; updates on #COVID19 situation in the country  #I…",17
RT @PatologCritica: Como Daña el #COVID19 tu Sentido del #Olfato??? ➡️Infección!!! ➡️Inflamación!!! ➡️Daño en las Células de Sostén!!! ➡️Da…,17
"RT @RBCRwanda: ""Though we are responding to #COVID19, we will not drop our weapons nor lose focus in our fight against #HIV/#AIDS,"" Says @n…",17
RT @ThaiPBS: สธ.พบผู้ติดเชื้อ #COVID19 เพิ่มอีก 1 คน ใน จ.เชียงราย ซึ่งเป็นเพื่อนทำงานในสถานบันเทิงเดียวกับผู้ป่วย 3 คนแรก ที่พบใน จ.เชียงใ…,17
"RT @Vaccinologist: Even if you assume the #COVID19 test is 100% accurate, it can only tell you what your status is at that specific time th…",17
RT @YourAnonCentral: 650 bodies of New York City #COVID19 victims have been in freezer trucks in Brooklyn since April.  Many are people who…,17
RT @drmgonzalez7: Fauci is back!  Vean y compartan👇🏽#COVID19 #VacunaCOVID19    https://t.co/E1maFFSPUu,17
RT @AllAboutAlayn_: Due to #COVID19 aka #coronavirus Ill be sending the first 500 people that like &amp; retweet this $300 -$1500 through CashA…,16
RT @DrJacobsRad: The impact of #COVID19 on our health and economy hasn't changed since Trudeau botched the procurement of vaccine doses.  W…,16
"RT @EdConwaySky: 12,535 deaths in England &amp; Wales in week ending Nov 20. On the one hand we are clearly in excess death territory. #COVID19…",16
RT @HHSGov: Is it the flu or #COVID19 🦠? Know how to spot the differences to help keep yourself and others safe. Learn more from the @CDCgo…,16
RT @Jerem_MD: Vaccination dans les EPHAD contre la #COVID19 = solution à la réforme des retraites. Malin le Macron !,16
"RT @Laurie_Garrett: THIS #COVID19 ""...like the 1918 influenza #pandemic, achieving herd immunity through natural infections will take yrs o…",16
RT @NatGeo: Moderna has requested emergency FDA approval for its #COVID19 vaccine. The FDA plans to review its application on Dec. 17 https…,16
RT @NewsStatehouse: #COVID19 restrictions are clearly not working. Nursing home residents are contracting the virus in mass numbers while s…,16
"RT @ONU_es: Cada año 1/3 de la producción de alimentos va a la basura.  Puedes reducir el desperdicio, también en tiempos de la #COVID19:…",16
"RT @ProfJNMoyo: They say the baby was born during the #COVID19 lockdown; and was nicknamed ""Covid"" by some in the Ministry. The lockdown ha…",16
"RT @RobbyCortes: BREAKING: (1/diciembre) Se vuelve a romper la marca de hospitalizados por #COVID19 en #PuertoRico, con 638 personas hospit…",16
RT @SquawkCNBC: BREAKING: Moderna reports 94.1% efficacy for its final results in its phase 3 #COVID19 trial and 100% effective in severe c…,16
"RT @TCRG2012: Thank you @Rachel_BVH for your service at Scripps Mercy, which  serves a working-class, mostly Latino area.  #COVID19 affects…",16
"RT @aciprensa: En Italia, 43 sacerdotes católicos fallecieron a causa del #COVID19 durante la segunda ola de la pandemia. https://t.co/jwDI…",16
"RT @blackwomenviews: Mitch McConnell is the sole reason this country does not have #COVID19 relief. Not ""congresss"", not ""both sides""...jus…",16
RT @dw_espanol: #COVID19 El método alemán:  ▶️Aprender a convivir von el virus   ▶️Salvar la economía  ▶️No desbordar las unidades de cuida…,16
"RT @jwjnational: Jeff Bezos made so much off #COVID19 that he could have paid each of Amazon’s 876,000 employees a $105k bonus.  Instead, t…",16
"RT @DHSCgovuk: Book a test if you have any symptoms of #COVID19.  These are:  🌡️ a high temperature 🗣️a new, continuous cough 👃a loss or ch…",15
"RT @DHSCgovuk: Does your child need to have a #COVID19 test?   If you’re taking your child for a test, show them this video to explain what…",15
"RT @DathosBD: CORONAVIRUS #COVID19 De noviembre a diciembre del año anterior, mediana de los últimos 5 años: ⬆️93.000 pensiones más y ⬆️82.…",15
"RT @FinMinIndia: मास्क पहनने, हाथ धोने और दूसरों से उचित दूरी बना कर रखने में ही समझदारी है। हर समय इनका पालन करें और #COVID19 को फैलने से…",15
"RT @FinanceCanada: We will get through this, Canada - better days are coming. We have a plan to get through #COVID19 and recover. We will d…",15
RT @GovMurphy: FREE #COVID19 TESTING IN NEWARK: PRUEBAS GRATIS DE #COVID19 EN NEWARK: ✅ December/Deciembre 1st ✅2:00 PM to 7:00 PM ✅Open to…,15
RT @HAS_sante: #COVID19 | 📌La publication du jour  #Vaccination - Recommandations préliminaires sur la stratégie de priorisation des popula…,15
"RT @HPCL: With the threat of #COVID19 still looming at large, it’s important for us to #staysafe by following safety guidelines &amp; precautio…",15
RT @HeadUNDRR: Nothing lays bare inequality and discrimination like a disaster. #COVID19 confirms the truth of this. We must learn the less…,15
RT @KemenkesRI: Update situasi terkini perkembangan #COVID19 di Indonesia (1/12)   (Sebuah utas)  #BersatuLawanCovid19 #dirumahaja #JagaJar…,15
"RT @NC5PhilWilliams: BREAKING: Tennessee reports a record-shattering 7,975 new #COVID19 cases. November was, BY far, the worst month of the…",15
"RT @OECDeconomy: The 🆕 @OECD Economic Outlook is now available.  For the first time since the start of the #COVID19 pandemic, there is now…",15
RT @PabloFuente: #COVID19 Nadie quiere un regalo de Reyes dramático. Celebremos la Navidad en Julio. https://t.co/TxJMcLFLa4,15
RT @RT_com: Tequila bar registers as church in bid to outwit #COVID19 lockdown rules in #UK  https://t.co/PqvwNsIMsw https://t.co/XgMpqPpUJh,15
RT @USAID_NISHTHA: Have you taken the pledge as part of the 'Jan Andolan' campaign launched by the Hon'ble Prime Minister against #COVID19…,15
"RT @_AfricanUnion: #COVID19 @AfricaCDC Updates, 01 December 2020 11am (EAT) - African Union Member States (55) reporting COVID-19 cases (2,…",15
"RT @alexandraphelan: This is a huge drop of China #COVID19 documents from @npwcnn.  Unfortunately, this leak confirms points I &amp; other Chin…",15
RT @axidentaliberal: Georgians  We’re begging you  We ALL want a #COVID19 relief package  And #healthcare despite our pre-existing conditio…,15
RT @france_soir: 🟠Histoire du #COVID19  – chapitre 6 - Partie 2 : Pourquoi le séquençage complet du virus RaTG13 n'a pas été communiqué par…,15
RT @morethanmySLE: Great news to share: I got the results of my #COVID19 nasal swab and I am negative (FYI: Still takes a week here in NYC…,15
"RT @nikkifried: #COVID19 cases are on the rise once again in Florida and across the nation, and working people are being evicted from their…",15
RT @thinktankSK: Active #COVID19 cases in #Saskatchewan now more than triple that of #Ontario and more than double that of #Quebec. Sask. s…,15
"RT @4FreedominIran: 🔵Isfahan's Medical Sciences Uni reported total people hospitalized for #COVID19 is 1,659 of whom 373 are in ICU 🔵In Koh…",14
"RT @CiroGomezL: Así se enteró Nancy, una trabajadora de limpieza del INBA, que tiene #COVID19, tras hacerse una prueba en uno de los kiosco…",14
"RT @EJL_Comm: Ajoutez #COVID19 et d'autres égorgements, attentats, mensonges, aberrations, soumissions, migrants... fermez les yeux et souv…",14
"RT @EmilioAlvarezI: Así es, @HLGatell, la @opsoms no le pide a usted seriedad en la lucha contra el #COVID19, sino a autoridades responsabl…",14
"RT @HPCL: Even today, HIV remains a major global health issue. And now with #COVID19, the challenges have increased. It’s time for us to un…",14
"RT @JPenerangan: Situasi Semasa COVID-19 di Malaysia, 1 Disember 2020  Sumber: @KKMPutrajaya  #COVID19 #KitaTeguhKitaMenang #KomunikasiKita…",14
RT @JapenSarawak: KENYATAAN MEDIA JAWATANKUASA PENGURUSAN BENCANA   1 KES COVID -19 DIKESAN DI SARAWAK HARI INI  #COVID19 #janganlekadanalp…,14
RT @Laurie_Garrett: On the air w @maddow on @MSNBC in a few minutes. Talking #COVID19 -- 'natch.,14
"RT @Lipper_Alpha: Despite the upbeat sentiment around coronavirus vaccines, the hard truth remains that the #COVID19 emergency is not over…",14
RT @PAHealthDept: Need to get tested for #COVID19 but not sure where to go? You can get tested for #COVID19 at locations across the state.…,14
RT @RobbyCortes: Informe de hoy (1/diciembre) #COVID19 en #PuertoRico:  •16 muertes confirmadas  •647 casos confirmados  •135 probables  •4…,14
RT @SSalud_mx: Comunicado Técnico Diario: Nuevo Coronavirus en el Mundo #COVID19 | 30 de noviembre de 2020  ➡️ https://t.co/gw0rWlyZJf http…,14
RT @SenatorBaldwin: My #COVID19 Every Worker Protection Act passed the House two months ago as part of the #HeroesAct.   @senatemajldr shou…,14
"RT @SenatorTimScott: We woke up to some great news this morning! Today, Moderna will apply for authorization of its #COVID19 vaccine. We ne…",14
"RT @ZClZKfJ9TZEFNtz: По всей России искали добровольцев для испытания вакцины от #COVID19; не нашли дураков и отправили ""Спутник V"" в #ДНР.…",14
RT @blackwomenviews: Millions of Americans are infected with #COVID19 because of his failed herd immunity strategy so Scott Atlas can fcuk…,14
RT @cafreeland: LIVE NOW: Tune in as I present the Fall Economic Statement – our plan to support Canadians and fight #COVID19.,14
RT @daniel_kraft: Hospitals are getting full... @AshishkJha estimates that 1 in 3 #COVID19 patients who would have been admitted on Oct 1 a…,14
"RT @doctorsoumya: Very encouraging early results from Moderna, the 2nd mRNA vaccine against #COVID19. While we need to see the full dataset…",14
RT @eluniversocom: Médico muestra cómo son los últimos momentos de quien muere de #COVID19 para crear conciencia ► https://t.co/zOVKTW5Ndq…,14
"RT @momotchiii: Vous ne comprenez rien aux différents vaccins contre le #COVID19? Vaccin OGM, vaccin ADN? Comment ça marche, pourquoi c'est…",14
RT @rafaelg_fisica: #COVID19   Hace 4 días Paris hablada de segunda ola (alza en RM) para fines de marzo-abril   Ahora se le estaría adelan…,14
